season,match_name,fullName,overs,conceded,wickets,economyRate
2020,MI v CSK,Deepak Chahar,4,32,2,8
2020,MI v CSK,Sam Curran,4,28,1,7
2020,MI v CSK,Lungi Ngidi,4,38,3,9.5
2020,MI v CSK,Piyush Chawla,4,21,1,5.25
2020,MI v CSK,Ravindra Jadeja,4,42,2,10.5
2020,MI v CSK,Trent Boult,3.2,23,1,6.9
2020,MI v CSK,James Pattinson,4,27,1,6.75
2020,MI v CSK,Jasprit Bumrah,4,43,1,10.75
2020,MI v CSK,Krunal Pandya,4,37,1,9.25
2020,MI v CSK,Rahul Chahar,4,36,1,9
2020,DC v KXIP,Sheldon Cottrell,4,24,2,6
2020,DC v KXIP,Mohammed Shami,4,15,3,3.75
2020,DC v KXIP,Chris Jordan,4,56,0,14
2020,DC v KXIP,Krishnappa Gowtham,4,39,0,9.75
2020,DC v KXIP,Ravi Bishnoi,4,22,1,5.5
2020,DC v KXIP,Anrich Nortje,4,33,0,8.25
2020,DC v KXIP,Mohit Sharma,4,45,1,11.25
2020,DC v KXIP,Kagiso Rabada,4,28,2,7
2020,DC v KXIP,Ravichandran Ashwin,1,2,2,2
2020,DC v KXIP,Axar Patel,4,14,1,3.5
2020,DC v KXIP,Marcus Stoinis,3,29,2,9.66
2020,SRH v RCB,Bhuvneshwar Kumar,4,25,0,6.25
2020,SRH v RCB,Sandeep Sharma,4,36,0,9
2020,SRH v RCB,T Natarajan,4,34,1,8.5
2020,SRH v RCB,Mitchell Marsh,0.4,6,0,9
2020,SRH v RCB,Vijay Shankar,1.2,14,1,10.5
2020,SRH v RCB,Rashid Khan,4,31,0,7.75
2020,SRH v RCB,Abhishek Sharma,2,16,1,8
2020,SRH v RCB,Dale Steyn,3.4,33,1,9
2020,SRH v RCB,Umesh Yadav,4,48,0,12
2020,SRH v RCB,Navdeep Saini,4,25,2,6.25
2020,SRH v RCB,Washington Sundar,1,7,0,7
2020,SRH v RCB,Yuzvendra Chahal,4,18,3,4.5
2020,SRH v RCB,Shivam Dube,3,15,2,5
2020,RR v CSK,Deepak Chahar,4,31,1,7.75
2020,RR v CSK,Sam Curran,4,33,3,8.25
2020,RR v CSK,Lungi Ngidi,4,56,1,14
2020,RR v CSK,Ravindra Jadeja,4,40,0,10
2020,RR v CSK,Piyush Chawla,4,55,1,13.75
2020,RR v CSK,Jaydev Unadkat,4,44,0,11
2020,RR v CSK,Jofra Archer,4,26,1,6.5
2020,RR v CSK,Shreyas Gopal,4,38,1,9.5
2020,RR v CSK,Tom Curran,4,54,1,13.5
2020,RR v CSK,Rahul Tewatia,4,37,3,9.25
2020,KKR v MI,Sandeep Warrier,3,34,0,11.33
2020,KKR v MI,Shivam Mavi,4,32,2,8
2020,KKR v MI,Pat Cummins,3,49,0,16.33
2020,KKR v MI,Sunil Narine,4,22,1,5.5
2020,KKR v MI,Andre Russell,2,17,1,8.5
2020,KKR v MI,Kuldeep Yadav,4,39,0,9.75
2020,KKR v MI,Trent Boult,4,30,2,7.5
2020,KKR v MI,James Pattinson,4,25,2,6.25
2020,KKR v MI,Jasprit Bumrah,4,32,2,8
2020,KKR v MI,Rahul Chahar,4,26,2,6.5
2020,KKR v MI,Kieron Pollard,3,21,1,7
2020,KKR v MI,Krunal Pandya,1,10,0,10
2020,KXIP v RCB,Umesh Yadav,3,35,0,11.66
2020,KXIP v RCB,Dale Steyn,4,57,0,14.25
2020,KXIP v RCB,Navdeep Saini,4,37,0,9.25
2020,KXIP v RCB,Yuzvendra Chahal,4,25,1,6.25
2020,KXIP v RCB,Washington Sundar,2,13,0,6.5
2020,KXIP v RCB,Shivam Dube,3,33,2,11
2020,KXIP v RCB,Sheldon Cottrell,3,17,2,5.66
2020,KXIP v RCB,Mohammed Shami,3,14,1,4.66
2020,KXIP v RCB,Ravi Bishnoi,4,32,3,8
2020,KXIP v RCB,Murugan Ashwin,3,21,3,7
2020,KXIP v RCB,James Neesham,2,13,0,6.5
2020,KXIP v RCB,Glenn Maxwell,2,10,1,5
2020,CSK v DC,Deepak Chahar,4,38,0,9.5
2020,CSK v DC,Sam Curran,4,27,1,6.75
2020,CSK v DC,Josh Hazlewood,4,28,0,7
2020,CSK v DC,Piyush Chawla,4,33,2,8.25
2020,CSK v DC,Ravindra Jadeja,4,44,0,11
2020,CSK v DC,Kagiso Rabada,4,26,3,6.5
2020,CSK v DC,Axar Patel,4,18,1,4.5
2020,CSK v DC,Anrich Nortje,4,21,2,5.25
2020,CSK v DC,Avesh Khan,4,42,0,10.5
2020,CSK v DC,Amit Mishra,4,23,0,5.75
2020,KKR v SRH,Sunil Narine,4,31,0,7.75
2020,KKR v SRH,Pat Cummins,4,19,1,4.75
2020,KKR v SRH,Shivam Mavi,2,15,0,7.5
2020,KKR v SRH,Kuldeep Yadav,2,15,0,7.5
2020,KKR v SRH,Varun Chakravarthy,4,25,1,6.25
2020,KKR v SRH,Kamlesh Nagarkoti,2,17,0,8.5
2020,KKR v SRH,Andre Russell,2,16,1,8
2020,KKR v SRH,Bhuvneshwar Kumar,3,29,0,9.66
2020,KKR v SRH,Khaleel Ahmed,3,28,1,9.33
2020,KKR v SRH,T Natarajan,3,27,1,9
2020,KKR v SRH,Rashid Khan,4,25,1,6.25
2020,KKR v SRH,Mohammad Nabi,4,23,0,5.75
2020,KKR v SRH,Abhishek Sharma,1,11,0,11
2020,RR v KXIP,Jaydev Unadkat,3,30,0,10
2020,RR v KXIP,Ankit Rajpoot,4,39,1,9.75
2020,RR v KXIP,Jofra Archer,4,46,0,11.5
2020,RR v KXIP,Shreyas Gopal,4,44,0,11
2020,RR v KXIP,Rahul Tewatia,1,19,0,19
2020,RR v KXIP,Tom Curran,4,44,1,11
2020,RR v KXIP,Sheldon Cottrell,3,52,1,17.33
2020,RR v KXIP,Mohammed Shami,4,53,3,13.25
2020,RR v KXIP,Ravi Bishnoi,4,34,0,8.5
2020,RR v KXIP,James Neesham,4,40,1,10
2020,RR v KXIP,Murugan Ashwin,1.3,16,1,10.66
2020,RR v KXIP,Glenn Maxwell,3,29,0,9.66
2020,RCB v MI,Trent Boult,4,34,2,8.5
2020,RCB v MI,James Pattinson,4,51,0,12.75
2020,RCB v MI,Rahul Chahar,4,31,1,7.75
2020,RCB v MI,Jasprit Bumrah,4,42,0,10.5
2020,RCB v MI,Krunal Pandya,3,23,0,7.66
2020,RCB v MI,Kieron Pollard,1,13,0,13
2020,RCB v MI,Isuru Udana,4,45,2,11.25
2020,RCB v MI,Washington Sundar,4,12,1,3
2020,RCB v MI,Navdeep Saini,4,43,0,10.75
2020,RCB v MI,Yuzvendra Chahal,4,48,1,12
2020,RCB v MI,Adam Zampa,4,53,1,13.25
2020,DC v SRH,Ishant Sharma,3,26,0,8.66
2020,DC v SRH,Kagiso Rabada,4,21,2,5.25
2020,DC v SRH,Anrich Nortje,4,40,0,10
2020,DC v SRH,Marcus Stoinis,3,22,0,7.33
2020,DC v SRH,Amit Mishra,4,35,2,8.75
2020,DC v SRH,Axar Patel,2,14,0,7
2020,DC v SRH,Bhuvneshwar Kumar,4,25,2,6.25
2020,DC v SRH,Khaleel Ahmed,4,43,1,10.75
2020,DC v SRH,T Natarajan,4,25,1,6.25
2020,DC v SRH,Abhishek Sharma,4,34,0,8.5
2020,DC v SRH,Rashid Khan,4,14,3,3.5
2020,RR v KKR,Jofra Archer,4,18,2,4.5
2020,RR v KKR,Ankit Rajpoot,4,39,1,9.75
2020,RR v KKR,Jaydev Unadkat,2,14,1,7
2020,RR v KKR,Tom Curran,4,37,1,9.25
2020,RR v KKR,Shreyas Gopal,4,43,0,10.75
2020,RR v KKR,Riyan Parag,1,14,0,14
2020,RR v KKR,Rahul Tewatia,1,6,1,6
2020,RR v KKR,Sunil Narine,4,40,1,10
2020,RR v KKR,Pat Cummins,3,13,1,4.33
2020,RR v KKR,Shivam Mavi,4,20,2,5
2020,RR v KKR,Kamlesh Nagarkoti,2,13,2,6.5
2020,RR v KKR,Varun Chakravarthy,4,25,2,6.25
2020,RR v KKR,Kuldeep Yadav,3,20,1,6.66
2020,KXIP v MI,Sheldon Cottrell,4,20,1,5
2020,KXIP v MI,Mohammed Shami,4,36,1,9
2020,KXIP v MI,Ravi Bishnoi,4,37,0,9.25
2020,KXIP v MI,Krishnappa Gowtham,4,45,1,11.25
2020,KXIP v MI,James Neesham,4,52,0,13
2020,KXIP v MI,Trent Boult,4,42,1,10.5
2020,KXIP v MI,James Pattinson,4,28,2,7
2020,KXIP v MI,Krunal Pandya,4,27,1,6.75
2020,KXIP v MI,Jasprit Bumrah,4,18,2,4.5
2020,KXIP v MI,Rahul Chahar,4,26,2,6.5
2020,CSK v SRH,Deepak Chahar,4,31,2,7.75
2020,CSK v SRH,Sam Curran,3,37,0,12.33
2020,CSK v SRH,Shardul Thakur,4,32,1,8
2020,CSK v SRH,Dwayne Bravo,4,28,0,7
2020,CSK v SRH,Piyush Chawla,3,20,1,6.66
2020,CSK v SRH,Ravindra Jadeja,2,16,0,8
2020,CSK v SRH,Bhuvneshwar Kumar,3.1,20,1,6.31
2020,CSK v SRH,Khaleel Ahmed,3.5,34,0,8.86
2020,CSK v SRH,T Natarajan,4,43,2,10.75
2020,CSK v SRH,Abhishek Sharma,1,4,0,4
2020,CSK v SRH,Rashid Khan,4,12,0,3
2020,CSK v SRH,Abdul Samad,4,41,1,10.25
2020,RCB v RR,Isuru Udana,4,41,2,10.25
2020,RCB v RR,Washington Sundar,4,20,0,5
2020,RCB v RR,Navdeep Saini,4,37,1,9.25
2020,RCB v RR,Yuzvendra Chahal,4,24,3,6
2020,RCB v RR,Adam Zampa,3,27,0,9
2020,RCB v RR,Shivam Dube,1,4,0,4
2020,RCB v RR,Jofra Archer,4,18,1,4.5
2020,RCB v RR,Jaydev Unadkat,3,31,0,10.33
2020,RCB v RR,Shreyas Gopal,4,27,1,6.75
2020,RCB v RR,Tom Curran,3.1,40,0,12.63
2020,RCB v RR,Rahul Tewatia,4,28,0,7
2020,RCB v RR,Riyan Parag,1,13,0,13
2020,DC v KKR,Pat Cummins,4,49,0,12.25
2020,DC v KKR,Shivam Mavi,3,40,0,13.33
2020,DC v KKR,Varun Chakravarthy,4,49,1,12.25
2020,DC v KKR,Sunil Narine,2,26,0,13
2020,DC v KKR,Andre Russell,4,29,2,7.25
2020,DC v KKR,Kamlesh Nagarkoti,3,35,1,11.66
2020,DC v KKR,Kagiso Rabada,4,51,1,12.75
2020,DC v KKR,Anrich Nortje,4,33,3,8.25
2020,DC v KKR,Ravichandran Ashwin,2,26,0,13
2020,DC v KKR,Marcus Stoinis,4,46,1,11.5
2020,DC v KKR,Harshal Patel,4,34,2,8.5
2020,DC v KKR,Amit Mishra,2,14,1,7
2020,MI v SRH,Sandeep Sharma,4,41,2,10.25
2020,MI v SRH,T Natarajan,4,29,0,7.25
2020,MI v SRH,Siddarth Kaul,4,64,2,16
2020,MI v SRH,Abdul Samad,2,27,0,13.5
2020,MI v SRH,Rashid Khan,4,22,1,5.5
2020,MI v SRH,Kane Williamson,2,24,0,12
2020,MI v SRH,Trent Boult,4,28,2,7
2020,MI v SRH,James Pattinson,4,29,2,7.25
2020,MI v SRH,Krunal Pandya,4,35,1,8.75
2020,MI v SRH,Jasprit Bumrah,4,41,2,10.25
2020,MI v SRH,Kieron Pollard,3,20,0,6.66
2020,MI v SRH,Rahul Chahar,1,16,0,16
2020,KXIP v CSK,Deepak Chahar,3,17,0,5.66
2020,KXIP v CSK,Sam Curran,3,31,0,10.33
2020,KXIP v CSK,Shardul Thakur,4,39,2,9.75
2020,KXIP v CSK,Dwayne Bravo,4,38,0,9.5
2020,KXIP v CSK,Ravindra Jadeja,4,30,1,7.5
2020,KXIP v CSK,Piyush Chawla,2,22,1,11
2020,KXIP v CSK,Sheldon Cottrell,3,30,0,10
2020,KXIP v CSK,Mohammed Shami,3.4,35,0,9.54
2020,KXIP v CSK,Harpreet Brar,4,41,0,10.25
2020,KXIP v CSK,Chris Jordan,3,42,0,14
2020,KXIP v CSK,Ravi Bishnoi,4,33,0,8.25
2020,RCB v DC,Isuru Udana,4,40,1,10
2020,RCB v DC,Washington Sundar,4,20,0,5
2020,RCB v DC,Navdeep Saini,3,48,0,16
2020,RCB v DC,Yuzvendra Chahal,3,29,0,9.66
2020,RCB v DC,Mohammed Siraj,4,34,2,8.5
2020,RCB v DC,Moeen Ali,2,21,1,10.5
2020,RCB v DC,Kagiso Rabada,4,24,4,6
2020,RCB v DC,Anrich Nortje,4,22,2,5.5
2020,RCB v DC,Ravichandran Ashwin,4,26,1,6.5
2020,RCB v DC,Axar Patel,4,18,2,4.5
2020,RCB v DC,Harshal Patel,4,43,0,10.75
2020,MI v RR,Ankit Rajpoot,3,42,0,14
2020,MI v RR,Shreyas Gopal,4,28,2,7
2020,MI v RR,Jofra Archer,4,34,1,8.5
2020,MI v RR,Kartik Tyagi,4,36,1,9
2020,MI v RR,Tom Curran,3,33,0,11
2020,MI v RR,Rahul Tewatia,2,13,0,6.5
2020,MI v RR,Trent Boult,4,26,2,6.5
2020,MI v RR,Jasprit Bumrah,4,20,4,5
2020,MI v RR,James Pattinson,3.1,19,2,6
2020,MI v RR,Rahul Chahar,3,24,1,8
2020,MI v RR,Krunal Pandya,2,22,0,11
2020,MI v RR,Kieron Pollard,2,24,1,12
2020,KKR v CSK,Deepak Chahar,4,47,0,11.75
2020,KKR v CSK,Sam Curran,4,26,2,6.5
2020,KKR v CSK,Shardul Thakur,4,28,2,7
2020,KKR v CSK,Karn Sharma,4,25,2,6.25
2020,KKR v CSK,Dwayne Bravo,4,37,3,9.25
2020,KKR v CSK,Pat Cummins,4,25,0,6.25
2020,KKR v CSK,Shivam Mavi,3,32,1,10.66
2020,KKR v CSK,Varun Chakravarthy,4,28,1,7
2020,KKR v CSK,Kamlesh Nagarkoti,3,21,1,7
2020,KKR v CSK,Sunil Narine,4,31,1,7.75
2020,KKR v CSK,Andre Russell,2,18,1,9
2020,SRH v KXIP,Sheldon Cottrell,3,33,0,11
2020,SRH v KXIP,Mujeeb Ur Rahman,4,39,0,9.75
2020,SRH v KXIP,Mohammed Shami,4,40,1,10
2020,SRH v KXIP,Glenn Maxwell,2,26,0,13
2020,SRH v KXIP,Ravi Bishnoi,3,29,3,9.66
2020,SRH v KXIP,Arshdeep Singh,4,33,2,8.25
2020,SRH v KXIP,Sandeep Sharma,4,27,0,6.75
2020,SRH v KXIP,Khaleel Ahmed,3,24,2,8
2020,SRH v KXIP,T Natarajan,3.5,24,2,6.26
2020,SRH v KXIP,Abhishek Sharma,1,15,1,15
2020,SRH v KXIP,Rashid Khan,4,12,3,3
2020,SRH v KXIP,Abdul Samad,1,28,0,28
2020,RR v DC,Varun Aaron,2,25,0,12.5
2020,RR v DC,Jofra Archer,4,24,3,6
2020,RR v DC,Kartik Tyagi,4,35,1,8.75
2020,RR v DC,Andrew Tye,4,50,1,12.5
2020,RR v DC,Shreyas Gopal,2,23,0,11.5
2020,RR v DC,Rahul Tewatia,4,20,1,5
2020,RR v DC,Kagiso Rabada,3.4,35,3,9.54
2020,RR v DC,Anrich Nortje,4,25,1,6.25
2020,RR v DC,Ravichandran Ashwin,4,22,2,5.5
2020,RR v DC,Harshal Patel,4,29,1,7.25
2020,RR v DC,Axar Patel,2,8,1,4
2020,RR v DC,Marcus Stoinis,2,17,2,8.5
2020,KXIP v KKR,Mohammed Shami,4,30,1,7.5
2020,KXIP v KKR,Arshdeep Singh,4,25,1,6.25
2020,KXIP v KKR,Chris Jordan,4,37,0,9.25
2020,KXIP v KKR,Mujeeb Ur Rahman,4,44,0,11
2020,KXIP v KKR,Ravi Bishnoi,4,25,1,6.25
2020,KXIP v KKR,Pat Cummins,4,29,0,7.25
2020,KXIP v KKR,Prasidh Krishna,4,29,3,7.25
2020,KXIP v KKR,Kamlesh Nagarkoti,3,40,0,13.33
2020,KXIP v KKR,Varun Chakravarthy,4,27,0,6.75
2020,KXIP v KKR,Sunil Narine,4,28,2,7
2020,KXIP v KKR,Nitish Rana,1,7,0,7
2020,CSK v RCB,Deepak Chahar,3,10,1,3.33
2020,CSK v RCB,Sam Curran,4,48,1,12
2020,CSK v RCB,Shardul Thakur,4,40,2,10
2020,CSK v RCB,Dwayne Bravo,3,29,0,9.66
2020,CSK v RCB,Karn Sharma,4,34,0,8.5
2020,CSK v RCB,Ravindra Jadeja,2,7,0,3.5
2020,CSK v RCB,Chris Morris,4,19,3,4.75
2020,CSK v RCB,Navdeep Saini,4,18,0,4.5
2020,CSK v RCB,Isuru Udana,4,30,1,7.5
2020,CSK v RCB,Washington Sundar,3,16,2,5.33
2020,CSK v RCB,Yuzvendra Chahal,4,35,1,8.75
2020,CSK v RCB,Shivam Dube,1,14,0,14
2020,SRH v RR,Jofra Archer,4,25,1,6.25
2020,SRH v RR,Shreyas Gopal,4,31,0,7.75
2020,SRH v RR,Kartik Tyagi,3,29,1,9.66
2020,SRH v RR,Jaydev Unadkat,4,31,1,7.75
2020,SRH v RR,Rahul Tewatia,4,35,0,8.75
2020,SRH v RR,Ben Stokes,1,7,0,7
2020,SRH v RR,Sandeep Sharma,4,32,0,8
2020,SRH v RR,Khaleel Ahmed,3.5,37,2,9.65
2020,SRH v RR,T Natarajan,4,32,0,8
2020,SRH v RR,Abhishek Sharma,1,11,0,11
2020,SRH v RR,Rashid Khan,4,25,2,6.25
2020,SRH v RR,Vijay Shankar,3,22,0,7.33
2020,MI v DC,Trent Boult,4,36,1,9
2020,MI v DC,James Pattinson,3,37,0,12.33
2020,MI v DC,Jasprit Bumrah,4,26,0,6.5
2020,MI v DC,Krunal Pandya,4,26,2,6.5
2020,MI v DC,Kieron Pollard,1,10,0,10
2020,MI v DC,Rahul Chahar,4,27,0,6.75
2020,MI v DC,Kagiso Rabada,4,28,2,7
2020,MI v DC,Anrich Nortje,4,28,0,7
2020,MI v DC,Axar Patel,3,24,1,8
2020,MI v DC,Ravichandran Ashwin,4,35,1,8.75
2020,MI v DC,Harshal Patel,2,20,0,10
2020,MI v DC,Marcus Stoinis,2.4,31,1,11.62
2020,RCB v KKR,Pat Cummins,4,38,0,9.5
2020,RCB v KKR,Prasidh Krishna,4,42,1,10.5
2020,RCB v KKR,Andre Russell,4,51,1,12.75
2020,RCB v KKR,Varun Chakravarthy,4,25,0,6.25
2020,RCB v KKR,Kamlesh Nagarkoti,4,36,0,9
2020,RCB v KKR,Chris Morris,4,17,2,4.25
2020,RCB v KKR,Navdeep Saini,3,17,1,5.66
2020,RCB v KKR,Mohammed Siraj,3,24,1,8
2020,RCB v KKR,Washington Sundar,4,20,2,5
2020,RCB v KKR,Yuzvendra Chahal,4,12,1,3
2020,RCB v KKR,Isuru Udana,2,19,1,9.5
2020,SRH v CSK,Sandeep Sharma,4,19,2,4.75
2020,SRH v CSK,Khaleel Ahmed,4,45,2,11.25
2020,SRH v CSK,Shahbaz Nadeem,4,29,0,7.25
2020,SRH v CSK,T Natarajan,4,41,2,10.25
2020,SRH v CSK,Rashid Khan,4,30,0,7.5
2020,SRH v CSK,Deepak Chahar,4,28,0,7
2020,SRH v CSK,Sam Curran,3,18,1,6
2020,SRH v CSK,Ravindra Jadeja,3,21,1,7
2020,SRH v CSK,Shardul Thakur,2,10,1,5
2020,SRH v CSK,Karn Sharma,4,37,2,9.25
2020,SRH v CSK,Dwayne Bravo,3,25,2,8.33
2020,SRH v CSK,Piyush Chawla,1,8,0,8
2020,DC v RR,Jofra Archer,4,19,3,4.75
2020,DC v RR,Jaydev Unadkat,3,32,2,10.66
2020,DC v RR,Kartik Tyagi,4,30,1,7.5
2020,DC v RR,Ben Stokes,2,24,0,12
2020,DC v RR,Shreyas Gopal,4,31,1,7.75
2020,DC v RR,Rahul Tewatia,3,23,0,7.66
2020,DC v RR,Kagiso Rabada,4,28,1,7
2020,DC v RR,Tushar Deshpande,4,37,2,9.25
2020,DC v RR,Anrich Nortje,4,33,2,8.25
